Chr;Contig_name;Contig_length;Contig_start;Contig_end;ctg_start_sum;ctg_end_sum;Chromosome;Strand;Chromosome_9930;Start_9930;End_9930;Strand_9930;Chromosome_Gy14;Start_Gy14;End_Gy14;Strand_Gy14;Chromosome_blast_9930db;Chromosome_blast_gy14db;Chromosome_according_to_DARTseq_analysis;STC_sequence_id;Chromosome_according_to_FISH_analysis
ctg648;ctg648;10906;1;10906;1;10906;;;ctg648;1;10906;+;ctg648;1;10906;+;;;;;
ctg6480;ctg6480;11930;1;11930;1;11930;;;ctg6480;1;11930;+;ctg6480;1;11930;+;;;;;
ctg6481;ctg6481;24781;1;24781;1;24781;;;ctg6481;1;24781;+;ctg6481;1;24781;+;;;;;
ctg6482;ctg6482;12781;1;12781;1;12781;;;ctg6482;1;12781;+;ctg6482;1;12781;+;;;;;
ctg6483;ctg6483;24135;1;24135;1;24135;;;ctg6483;1;24135;+;ctg6483;1;24135;+;;;;;
ctg6484;ctg6484;6383;1;6383;1;6383;;;ctg6484;1;6383;+;ctg6484;1;6383;+;;;;;
ctg6485;ctg6485;14982;1;14982;1;14982;;;ctg6485;1;14982;+;ctg6485;1;14982;+;;;;;
ctg6486;ctg6486;19711;1;19711;1;19711;;;ctg6486;1;19711;+;ctg6486;1;19711;+;;;;;
ctg6487;ctg6487;11123;1;11123;1;11123;;;ctg6487;1;11123;+;ctg6487;1;11123;+;;;;;
ctg6488;ctg6488;13629;1;13629;1;13629;;;ctg6488;1;13629;+;ctg6488;1;13629;+;;;;;
ctg6489;ctg6489;17403;1;17403;1;17403;;;ctg6489;1;17403;+;ctg6489;1;17403;+;;;;;
ctg649;ctg649;12210;1;12210;1;12210;;;ctg649;1;12210;+;ctg649;1;12210;+;;;;;
ctg6490;ctg6490;8500;1;8500;1;8500;;;ctg6490;1;8500;+;ctg6490;1;8500;+;;;;;
ctg6491;ctg6491;34122;1;34122;1;34122;;;ctg6491;1;34122;+;Chr2_Gy14;22192012;22226133;-;;;;;
ctg6492;ctg6492;19902;1;19902;1;19902;;;ctg6492;1;19902;+;ctg6492;1;19902;+;;;;;
ctg6493;ctg6493;18505;1;18505;1;18505;;;ctg6493;1;18505;+;ctg6493;1;18505;+;;;;;
ctg6494;ctg6494;14391;1;14391;1;14391;;;ctg6494;1;14391;+;ctg6494;1;14391;+;;;;;
ctg6495;ctg6495;16233;1;16233;1;16233;;;ctg6495;1;16233;+;ctg6495;1;16233;+;;;;;
ctg6496;ctg6496;13532;1;13532;1;13532;;;ctg6496;1;13532;+;ctg6496;1;13532;+;;;;;
ctg6497;ctg6497;8055;1;8055;1;8055;;;ctg6497;1;8055;+;ctg6497;1;8055;+;;;;;
ctg6498;ctg6498;24480;1;24480;1;24480;;;ctg6498;1;24480;+;ctg6498;1;24480;+;;;;;
ctg6499;ctg6499;14787;1;14787;1;14787;;;ctg6499;1;14787;+;ctg6499;1;14787;+;;;;;
ctg65;ctg65;23020;1;23020;1;23020;;;ctg65;1;23020;+;ctg65;1;23020;+;;;;;
ctg650;ctg650;14423;1;14423;1;14423;;;ctg650;1;14423;+;ctg650;1;14423;+;;;;;
ctg6500;ctg6500;12157;1;12157;1;12157;;;ctg6500;1;12157;+;ctg6500;1;12157;+;;;;;
ctg6501;ctg6501;12230;1;12230;1;12230;;;ctg6501;1;12230;+;ctg6501;1;12230;+;;;;;
ctg6502;ctg6502;6294;1;6294;1;6294;;;ctg6502;1;6294;+;ctg6502;1;6294;+;;;;;
ctg6503;ctg6503;18715;1;18715;1;18715;;;ctg6503;1;18715;+;ctg6503;1;18715;+;;;;;
ctg6504;ctg6504;17472;1;17472;1;17472;;;ctg6504;1;17472;+;ctg6504;1;17472;+;;;;;
ctg6505;ctg6505;14019;1;14019;1;14019;;;ctg6505;1;14019;+;ctg6505;1;14019;+;;;;;
ctg6506;ctg6506;18795;1;18795;1;18795;;;ctg6506;1;18795;+;ctg6506;1;18795;+;;;;;
ctg6507;ctg6507;12973;1;12973;1;12973;;;ctg6507;1;12973;+;ctg6507;1;12973;+;;;;;
ctg6508;ctg6508;17759;1;17759;1;17759;;;ctg6508;1;17759;+;ctg6508;1;17759;+;;;;;
ctg6509;ctg6509;22656;1;22656;1;22656;;;ctg6509;1;22656;+;ctg6509;1;22656;+;;;;;
ctg651;ctg651;14085;1;14085;1;14085;;;ctg651;1;14085;+;ctg651;1;14085;+;;;;;
ctg6510;ctg6510;18447;1;18447;1;18447;;;ctg6510;1;18447;+;ctg6510;1;18447;+;;;;;
ctg6511;ctg6511;11086;1;11086;1;11086;;;ctg6511;1;11086;+;ctg6511;1;11086;+;;;;;
ctg6512;ctg6512;11834;1;11834;1;11834;;;ctg6512;1;11834;+;ctg6512;1;11834;+;;;;;
ctg6513;ctg6513;8943;1;8943;1;8943;;;ctg6513;1;8943;+;ctg6513;1;8943;+;;;;;
ctg6514;ctg6514;11260;1;11260;1;11260;;;ctg6514;1;11260;+;ctg6514;1;11260;+;;;;;
ctg6515;ctg6515;11622;1;11622;1;11622;;;ctg6515;1;11622;+;ctg6515;1;11622;+;;;;;
ctg6516;ctg6516;16337;1;16337;1;16337;;;ctg6516;1;16337;+;ctg6516;1;16337;+;;;;;
ctg6517;ctg6517;6150;1;6150;1;6150;;;ctg6517;1;6150;+;ctg6517;1;6150;+;;;;;
ctg6518;ctg6518;8667;1;8667;1;8667;;;ctg6518;1;8667;+;ctg6518;1;8667;+;;;;;
ctg6519;ctg6519;13297;1;13297;1;13297;;;ctg6519;1;13297;+;ctg6519;1;13297;+;;;;;
ctg652;ctg652;15071;1;15071;1;15071;;;ctg652;1;15071;+;Chr2_Gy14;23672517;23687587;-;;;;;
ctg6520;ctg6520;31454;1;31454;1;31454;;;ctg6520;1;31454;+;ctg6520;1;31454;+;;;;;
ctg6521;ctg6521;17984;1;17984;1;17984;;;ctg6521;1;17984;+;ctg6521;1;17984;+;;;;;
ctg6522;ctg6522;23060;1;23060;1;23060;;;ctg6522;1;23060;+;ctg6522;1;23060;+;;;;;
ctg6523;ctg6523;29389;1;29389;1;29389;;;ctg6523;1;29389;+;ctg6523;1;29389;+;;;;;
ctg6524;ctg6524;7748;1;7748;1;7748;;;ctg6524;1;7748;+;ctg6524;1;7748;+;;;;;
ctg6525;ctg6525;20811;1;20811;1;20811;;;ctg6525;1;20811;+;ctg6525;1;20811;+;;;;;
ctg6526;ctg6526;17502;1;17502;1;17502;;;ctg6526;1;17502;+;ctg6526;1;17502;+;;;;;
ctg6527;ctg6527;9506;1;9506;1;9506;;;ctg6527;1;9506;+;ctg6527;1;9506;+;;;;;
ctg6528;ctg6528;6578;1;6578;1;6578;;;ctg6528;1;6578;+;ctg6528;1;6578;+;;;;;
ctg6529;ctg6529;16872;1;16872;1;16872;;;ctg6529;1;16872;+;ctg6529;1;16872;+;;;;;
ctg653;ctg653;20124;1;20124;1;20124;;;ctg653;1;20124;+;Chr2_Gy14;19304314;19324437;-;;;;;
ctg6530;ctg6530;10295;1;10295;1;10295;;;ctg6530;1;10295;+;ctg6530;1;10295;+;;;;;
ctg6531;ctg6531;10696;1;10696;1;10696;;;ctg6531;1;10696;+;ctg6531;1;10696;+;;;;;
ctg6532;ctg6532;6190;1;6190;1;6190;;;ctg6532;1;6190;+;ctg6532;1;6190;+;;;;;
ctg6533;ctg6533;20077;1;20077;1;20077;;;ctg6533;1;20077;+;ctg6533;1;20077;+;;;;;
ctg6534;ctg6534;5435;1;5435;1;5435;;;ctg6534;1;5435;+;ctg6534;1;5435;+;;;;;
ctg6535;ctg6535;22506;1;22506;1;22506;;;ctg6535;1;22506;+;ctg6535;1;22506;+;;;;;
ctg6536;ctg6536;34691;1;34691;1;34691;;;ctg6536;1;34691;+;Chr2_Gy14;22682321;22717011;+;;;;;
ctg6537;ctg6537;11103;1;11103;1;11103;;;ctg6537;1;11103;+;ctg6537;1;11103;+;;;;;
ctg6538;ctg6538;12491;1;12491;1;12491;;;ctg6538;1;12491;+;ctg6538;1;12491;+;;;;;
ctg6539;ctg6539;4390;1;4390;1;4390;;;ctg6539;1;4390;+;ctg6539;1;4390;+;;;;;
ctg654;ctg654;11102;1;11102;1;11102;;;ctg654;1;11102;+;ctg654;1;11102;+;;;;;
ctg6540;ctg6540;13037;1;13037;1;13037;;;ctg6540;1;13037;+;ctg6540;1;13037;+;;;;;
ctg6541;ctg6541;10769;1;10769;1;10769;;;ctg6541;1;10769;+;ctg6541;1;10769;+;;;;;
ctg6542;ctg6542;11400;1;11400;1;11400;;;ctg6542;1;11400;+;ctg6542;1;11400;+;;;;;
ctg6543;ctg6543;18677;1;18677;1;18677;;;ctg6543;1;18677;+;ctg6543;1;18677;+;;;;;
ctg6544;ctg6544;17231;1;17231;1;17231;;;ctg6544;1;17231;+;ctg6544;1;17231;+;;;;;
ctg6545;ctg6545;10412;1;10412;1;10412;;;ctg6545;1;10412;+;ctg6545;1;10412;+;;;;;
ctg6546;ctg6546;16790;1;16790;1;16790;;;ctg6546;1;16790;+;ctg6546;1;16790;+;;;;;
ctg6547;ctg6547;14274;1;14274;1;14274;;;ctg6547;1;14274;+;ctg6547;1;14274;+;;;;;
ctg6548;ctg6548;15941;1;15941;1;15941;;;ctg6548;1;15941;+;ctg6548;1;15941;+;;;;;
ctg6549;ctg6549;18139;1;18139;1;18139;;;ctg6549;1;18139;+;Chr2_Gy14;21642697;21660835;+;;;;;
ctg655;ctg655;10631;1;10631;1;10631;;;ctg655;1;10631;+;ctg655;1;10631;+;;;;;
ctg6551;ctg6551;14480;1;14480;1;14480;;;ctg6551;1;14480;+;ctg6551;1;14480;+;;;;;
ctg6552;ctg6552;15246;1;15246;1;15246;;;ctg6552;1;15246;+;ctg6552;1;15246;+;;;;;
ctg6553;ctg6553;9493;1;9493;1;9493;;;ctg6553;1;9493;+;ctg6553;1;9493;+;;;;;
ctg6554;ctg6554;12082;1;12082;1;12082;;;ctg6554;1;12082;+;ctg6554;1;12082;+;;;;;
ctg6555;ctg6555;13605;1;13605;1;13605;;;ctg6555;1;13605;+;ctg6555;1;13605;+;;;;;
ctg6556;ctg6556;19356;1;19356;1;19356;;;ctg6556;1;19356;+;ctg6556;1;19356;+;;;;;
ctg6557;ctg6557;11237;1;11237;1;11237;;;ctg6557;1;11237;+;ctg6557;1;11237;+;;;;;
ctg6558;ctg6558;8647;1;8647;1;8647;;;ctg6558;1;8647;+;ctg6558;1;8647;+;;;;;
ctg6559;ctg6559;15140;1;15140;1;15140;;;ctg6559;1;15140;+;Chr2_Gy14;22559384;22574523;-;;;;;
ctg656;ctg656;10886;1;10886;1;10886;;;ctg656;1;10886;+;ctg656;1;10886;+;;;;;
ctg6560;ctg6560;25279;1;25279;1;25279;;;ctg6560;1;25279;+;ctg6560;1;25279;+;;;;;
ctg6561;ctg6561;14550;1;14550;1;14550;;;ctg6561;1;14550;+;Chr4_Gy14;10622256;10636805;+;;;;;
ctg6562;ctg6562;17443;1;17443;1;17443;;;ctg6562;1;17443;+;ctg6562;1;17443;+;;;;;
ctg6563;ctg6563;16286;1;16286;1;16286;;;ctg6563;1;16286;+;ctg6563;1;16286;+;;;;;
ctg6564;ctg6564;17190;1;17190;1;17190;;;ctg6564;1;17190;+;ctg6564;1;17190;+;;;;;
ctg6565;ctg6565;11727;1;11727;1;11727;;;ctg6565;1;11727;+;ctg6565;1;11727;+;;;;;
ctg6566;ctg6566;21858;1;21858;1;21858;;;ctg6566;1;21858;+;ctg6566;1;21858;+;;;;;
ctg6567;ctg6567;16913;1;16913;1;16913;;;ctg6567;1;16913;+;ctg6567;1;16913;+;;;;;
ctg6568;ctg6568;16424;1;16424;1;16424;;;ctg6568;1;16424;+;ctg6568;1;16424;+;;;;;
ctg6569;ctg6569;16732;1;16732;1;16732;;;ctg6569;1;16732;+;ctg6569;1;16732;+;;;;;
ctg657;ctg657;22916;1;22916;1;22916;;;ctg657;1;22916;+;ctg657;1;22916;+;;;;;
ctg6571;ctg6571;11979;1;11979;1;11979;;;ctg6571;1;11979;+;ctg6571;1;11979;+;;;;;
ctg6572;ctg6572;11472;1;11472;1;11472;;;ctg6572;1;11472;+;Chr1_Gy14;22423404;22434875;-;;;;;
ctg6573;ctg6573;32595;1;32595;1;32595;;;ctg6573;1;32595;+;ctg6573;1;32595;+;;;;;
ctg6574;ctg6574;15001;1;15001;1;15001;;;ctg6574;1;15001;+;ctg6574;1;15001;+;;;;;
ctg6575;ctg6575;32309;1;32309;1;32309;;;ctg6575;1;32309;+;ctg6575;1;32309;+;;;;;
ctg6576;ctg6576;17271;1;17271;1;17271;;;ctg6576;1;17271;+;ctg6576;1;17271;+;;;;;
ctg6578;ctg6578;45607;1;45607;1;45607;;;ctg6578;1;45607;+;Chr1_Gy14;12281767;12327373;-;;;;;
ctg6579;ctg6579;16512;1;16512;1;16512;;;ctg6579;1;16512;+;ctg6579;1;16512;+;;;;;
ctg658;ctg658;15662;1;15662;1;15662;;;ctg658;1;15662;+;ctg658;1;15662;+;;;;;
ctg6580;ctg6580;11886;1;11886;1;11886;;;ctg6580;1;11886;+;ctg6580;1;11886;+;;;;;
ctg6581;ctg6581;33287;1;33287;1;33287;;;ctg6581;1;33287;+;ctg6581;1;33287;+;;;;;
ctg6582;ctg6582;9178;1;9178;1;9178;;;ctg6582;1;9178;+;ctg6582;1;9178;+;;;;;
ctg6583;ctg6583;22749;1;22749;1;22749;;;ctg6583;1;22749;+;ctg6583;1;22749;+;;;;;
ctg6584;ctg6584;15347;1;15347;1;15347;;;ctg6584;1;15347;+;ctg6584;1;15347;+;;;;;
ctg6585;ctg6585;12486;1;12486;1;12486;;;ctg6585;1;12486;+;ctg6585;1;12486;+;;;;;
ctg6586;ctg6586;7667;1;7667;1;7667;;;ctg6586;1;7667;+;ctg6586;1;7667;+;;;;;
ctg6587;ctg6587;16861;1;16861;1;16861;;;ctg6587;1;16861;+;ctg6587;1;16861;+;;;;;
ctg6588;ctg6588;10020;1;10020;1;10020;;;ctg6588;1;10020;+;Chr4_Gy14;3300012;3310031;-;;;;;
ctg6589;ctg6589;15307;1;15307;1;15307;;;ctg6589;1;15307;+;ctg6589;1;15307;+;;;;;
ctg659;ctg659;8518;1;8518;1;8518;;;ctg659;1;8518;+;ctg659;1;8518;+;;;;;
ctg6590;ctg6590;10927;1;10927;1;10927;;;ctg6590;1;10927;+;ctg6590;1;10927;+;;;;;
ctg6591;ctg6591;11733;1;11733;1;11733;;;ctg6591;1;11733;+;ctg6591;1;11733;+;;;;;
ctg6592;ctg6592;15774;1;15774;1;15774;;;ctg6592;1;15774;+;ctg6592;1;15774;+;;;;;
ctg6593;ctg6593;23333;1;23333;1;23333;;;ctg6593;1;23333;+;ctg6593;1;23333;+;;;;;
ctg6594;ctg6594;8900;1;8900;1;8900;;;ctg6594;1;8900;+;ctg6594;1;8900;+;;;;;
ctg6595;ctg6595;11087;1;11087;1;11087;;;ctg6595;1;11087;+;ctg6595;1;11087;+;;;;;
ctg6596;ctg6596;7471;1;7471;1;7471;;;ctg6596;1;7471;+;ctg6596;1;7471;+;;;;;
ctg6597;ctg6597;9650;1;9650;1;9650;;;ctg6597;1;9650;+;ctg6597;1;9650;+;;;;;
ctg6598;ctg6598;15520;1;15520;1;15520;;;ctg6598;1;15520;+;ctg6598;1;15520;+;;;;;
ctg6599;ctg6599;9308;1;9308;1;9308;;;ctg6599;1;9308;+;ctg6599;1;9308;+;;;;;
ctg66;ctg66;12532;1;12532;1;12532;;;ctg66;1;12532;+;ctg66;1;12532;+;;;;;
ctg660;ctg660;13872;1;13872;1;13872;;;ctg660;1;13872;+;Chr4_Gy14;14763198;14777069;-;;;;;
ctg6600;ctg6600;36276;1;36276;1;36276;;;ctg6600;1;36276;+;ctg6600;1;36276;+;;;;;
ctg6601;ctg6601;12222;1;12222;1;12222;;;ctg6601;1;12222;+;ctg6601;1;12222;+;;;;;
ctg6602;ctg6602;15072;1;15072;1;15072;;;ctg6602;1;15072;+;ctg6602;1;15072;+;;;;;
ctg6603;ctg6603;23438;1;23438;1;23438;;;ctg6603;1;23438;+;ctg6603;1;23438;+;;;;;
ctg6604;ctg6604;7337;1;7337;1;7337;;;ctg6604;1;7337;+;ctg6604;1;7337;+;;;;;
ctg6605;ctg6605;14442;1;14442;1;14442;;;ctg6605;1;14442;+;ctg6605;1;14442;+;;;;;
ctg6606;ctg6606;9152;1;9152;1;9152;;;ctg6606;1;9152;+;ctg6606;1;9152;+;;;;;
ctg6607;ctg6607;15654;1;15654;1;15654;;;ctg6607;1;15654;+;ctg6607;1;15654;+;;;;;
ctg6608;ctg6608;14177;1;14177;1;14177;;;ctg6608;1;14177;+;ctg6608;1;14177;+;;;;;
ctg6609;ctg6609;13684;1;13684;1;13684;;;ctg6609;1;13684;+;Chr1_Gy14;12937208;12950891;-;;;;;
ctg661;ctg661;18091;1;18091;1;18091;;;ctg661;1;18091;+;ctg661;1;18091;+;;;;;
ctg6610;ctg6610;18169;1;18169;1;18169;;;ctg6610;1;18169;+;ctg6610;1;18169;+;;;;;
ctg6611;ctg6611;14932;1;14932;1;14932;;;ctg6611;1;14932;+;ctg6611;1;14932;+;;;;;
ctg6612;ctg6612;8981;1;8981;1;8981;;;ctg6612;1;8981;+;ctg6612;1;8981;+;;;;;
ctg6614;ctg6614;7359;1;7359;1;7359;;;ctg6614;1;7359;+;ctg6614;1;7359;+;;;;;
ctg6615;ctg6615;12535;1;12535;1;12535;;;ctg6615;1;12535;+;ctg6615;1;12535;+;;;;;
ctg6616;ctg6616;12069;1;12069;1;12069;;;ctg6616;1;12069;+;ctg6616;1;12069;+;;;;;
ctg6617;ctg6617;12663;1;12663;1;12663;;;ctg6617;1;12663;+;ctg6617;1;12663;+;;;;;
ctg6618;ctg6618;18664;1;18664;1;18664;;;ctg6618;1;18664;+;ctg6618;1;18664;+;;;;;
ctg6619;ctg6619;12336;1;12336;1;12336;;;ctg6619;1;12336;+;ctg6619;1;12336;+;;;;;
ctg662;ctg662;22440;1;22440;1;22440;;;ctg662;1;22440;+;ctg662;1;22440;+;;;;;
ctg6620;ctg6620;23691;1;23691;1;23691;;;ctg6620;1;23691;+;ctg6620;1;23691;+;;;;;
ctg6621;ctg6621;33085;1;33085;1;33085;;;ctg6621;1;33085;+;ctg6621;1;33085;+;;;;;
ctg6622;ctg6622;10134;1;10134;1;10134;;;ctg6622;1;10134;+;ctg6622;1;10134;+;;;;;
ctg6623;ctg6623;13025;1;13025;1;13025;;;ctg6623;1;13025;+;ctg6623;1;13025;+;;;;;
ctg6625;ctg6625;11725;1;11725;1;11725;;;ctg6625;1;11725;+;ctg6625;1;11725;+;;;;;
ctg6626;ctg6626;12880;1;12880;1;12880;;;ctg6626;1;12880;+;ctg6626;1;12880;+;;;;;
ctg6627;ctg6627;23324;1;23324;1;23324;;;ctg6627;1;23324;+;ctg6627;1;23324;+;;;;;
ctg6628;ctg6628;14182;1;14182;1;14182;;;ctg6628;1;14182;+;ctg6628;1;14182;+;;;;;
ctg6629;ctg6629;15689;1;15689;1;15689;;;ctg6629;1;15689;+;ctg6629;1;15689;+;;;;;
ctg663;ctg663;18545;1;18545;1;18545;;;ctg663;1;18545;+;ctg663;1;18545;+;;;;;
ctg6630;ctg6630;14517;1;14517;1;14517;;;ctg6630;1;14517;+;ctg6630;1;14517;+;;;;;
ctg6631;ctg6631;15312;1;15312;1;15312;;;ctg6631;1;15312;+;ctg6631;1;15312;+;;;;;
ctg6632;ctg6632;8110;1;8110;1;8110;;;ctg6632;1;8110;+;ctg6632;1;8110;+;;;;;
ctg6633;ctg6633;16857;1;16857;1;16857;;;ctg6633;1;16857;+;ctg6633;1;16857;+;;;;;
ctg6634;ctg6634;13687;1;13687;1;13687;;;ctg6634;1;13687;+;ctg6634;1;13687;+;;;;;
ctg6635;ctg6635;15528;1;15528;1;15528;;;ctg6635;1;15528;+;ctg6635;1;15528;+;;;;;
ctg6636;ctg6636;20892;1;20892;1;20892;;;ctg6636;1;20892;+;ctg6636;1;20892;+;Chr5;Chr5;;;
ctg6637;ctg6637;35242;1;35242;1;35242;;;ctg6637;1;35242;+;ctg6637;1;35242;+;;;;;
ctg6638;ctg6638;7649;1;7649;1;7649;;;ctg6638;1;7649;+;ctg6638;1;7649;+;;;;;
ctg6639;ctg6639;15891;1;15891;1;15891;;;ctg6639;1;15891;+;ctg6639;1;15891;+;;;;;
ctg664;ctg664;18336;1;18336;1;18336;;;ctg664;1;18336;+;ctg664;1;18336;+;;;;;
ctg6640;ctg6640;8667;1;8667;1;8667;;;ctg6640;1;8667;+;ctg6640;1;8667;+;;;;;
ctg6642;ctg6642;31362;1;31362;1;31362;;;ctg6642;1;31362;+;ctg6642;1;31362;+;;;;;
ctg6643;ctg6643;10466;1;10466;1;10466;;;ctg6643;1;10466;+;ctg6643;1;10466;+;;;;;
ctg6644;ctg6644;10981;1;10981;1;10981;;;ctg6644;1;10981;+;ctg6644;1;10981;+;;;;;
ctg6645;ctg6645;8182;1;8182;1;8182;;;ctg6645;1;8182;+;ctg6645;1;8182;+;;;;;
ctg6646;ctg6646;11594;1;11594;1;11594;;;ctg6646;1;11594;+;ctg6646;1;11594;+;;;;;
ctg6647;ctg6647;19498;1;19498;1;19498;;;ctg6647;1;19498;+;Chr3_Gy14;22983549;23003046;-;;;;;
ctg6648;ctg6648;9278;1;9278;1;9278;;;ctg6648;1;9278;+;ctg6648;1;9278;+;;;;;
ctg6649;ctg6649;7350;1;7350;1;7350;;;ctg6649;1;7350;+;ctg6649;1;7350;+;;;;;
ctg665;ctg665;5526;1;5526;1;5526;;;ctg665;1;5526;+;ctg665;1;5526;+;;;;;
ctg6650;ctg6650;8891;1;8891;1;8891;;;ctg6650;1;8891;+;ctg6650;1;8891;+;;;;;
ctg6651;ctg6651;16262;1;16262;1;16262;;;ctg6651;1;16262;+;ctg6651;1;16262;+;;;;;
ctg6653;ctg6653;37600;1;37600;1;37600;;;ctg6653;1;37600;+;ctg6653;1;37600;+;;;;;
ctg6654;ctg6654;14361;1;14361;1;14361;;;ctg6654;1;14361;+;ctg6654;1;14361;+;;;;;
ctg6655;ctg6655;16849;1;16849;1;16849;;;ctg6655;1;16849;+;ctg6655;1;16849;+;;;;;
ctg6657;ctg6657;12563;1;12563;1;12563;;;ctg6657;1;12563;+;ctg6657;1;12563;+;;;;;
ctg6659;ctg6659;15995;1;15995;1;15995;;;ctg6659;1;15995;+;Chr1_Gy14;9970346;9986340;+;;Chr1;;;
ctg666;ctg666;17653;1;17653;1;17653;;;ctg666;1;17653;+;ctg666;1;17653;+;;;;;
ctg6660;ctg6660;23243;1;23243;1;23243;;;ctg6660;1;23243;+;ctg6660;1;23243;+;;;;;
ctg6661;ctg6661;8842;1;8842;1;8842;;;ctg6661;1;8842;+;ctg6661;1;8842;+;;;;;
ctg6662;ctg6662;9642;1;9642;1;9642;;;ctg6662;1;9642;+;ctg6662;1;9642;+;;;;;
ctg6663;ctg6663;8409;1;8409;1;8409;;;ctg6663;1;8409;+;ctg6663;1;8409;+;;;;;
ctg6664;ctg6664;15287;1;15287;1;15287;;;ctg6664;1;15287;+;ctg6664;1;15287;+;;;;;
ctg6666;ctg6666;11867;1;11867;1;11867;;;ctg6666;1;11867;+;ctg6666;1;11867;+;;;;;
ctg6667;ctg6667;7644;1;7644;1;7644;;;ctg6667;1;7644;+;ctg6667;1;7644;+;;;;;
ctg6669;ctg6669;45385;1;45385;1;45385;;;ctg6669;1;45385;+;Chr1_Gy14;22434976;22480360;+;;;;;
ctg667;ctg667;10480;1;10480;1;10480;;;ctg667;1;10480;+;ctg667;1;10480;+;;;;;
ctg6671;ctg6671;7579;1;7579;1;7579;;;ctg6671;1;7579;+;ctg6671;1;7579;+;;;;;
ctg6672;ctg6672;14759;1;14759;1;14759;;;ctg6672;1;14759;+;ctg6672;1;14759;+;;;;;
ctg6673;ctg6673;28254;1;28254;1;28254;;;ctg6673;1;28254;+;ctg6673;1;28254;+;;;;;
ctg6674;ctg6674;13929;1;13929;1;13929;;;ctg6674;1;13929;+;ctg6674;1;13929;+;;;;;
ctg6675;ctg6675;13004;1;13004;1;13004;;;ctg6675;1;13004;+;ctg6675;1;13004;+;;;;;
ctg6676;ctg6676;10359;1;10359;1;10359;;;ctg6676;1;10359;+;ctg6676;1;10359;+;;;;;
ctg6677;ctg6677;13967;1;13967;1;13967;;;ctg6677;1;13967;+;Chr1_Gy14;12528833;12542799;-;;;;;
ctg6678;ctg6678;16954;1;16954;1;16954;;;ctg6678;1;16954;+;Chr2_Gy14;23707418;23724371;-;;;;;
ctg6679;ctg6679;21455;1;21455;1;21455;;;ctg6679;1;21455;+;ctg6679;1;21455;+;;;;;
ctg668;ctg668;22772;1;22772;1;22772;;;ctg668;1;22772;+;ctg668;1;22772;+;;;;;
ctg6680;ctg6680;18453;1;18453;1;18453;;;ctg6680;1;18453;+;ctg6680;1;18453;+;;;;;
ctg6681;ctg6681;21156;1;21156;1;21156;;;ctg6681;1;21156;+;ctg6681;1;21156;+;;;;;
ctg6682;ctg6682;20415;1;20415;1;20415;;;ctg6682;1;20415;+;ctg6682;1;20415;+;;;;;
ctg6683;ctg6683;12801;1;12801;1;12801;;;ctg6683;1;12801;+;ctg6683;1;12801;+;;;;;
ctg6684;ctg6684;8564;1;8564;1;8564;;;ctg6684;1;8564;+;ctg6684;1;8564;+;;;;;
ctg6685;ctg6685;12746;1;12746;1;12746;;;ctg6685;1;12746;+;ctg6685;1;12746;+;;;;;
ctg6686;ctg6686;8189;1;8189;1;8189;;;ctg6686;1;8189;+;ctg6686;1;8189;+;;;;;
ctg6687;ctg6687;14590;1;14590;1;14590;;;ctg6687;1;14590;+;ctg6687;1;14590;+;;;;;
ctg6688;ctg6688;14663;1;14663;1;14663;;;ctg6688;1;14663;+;ctg6688;1;14663;+;;;;;
ctg6689;ctg6689;27060;1;27060;1;27060;;;ctg6689;1;27060;+;ctg6689;1;27060;+;;;;;
ctg6690;ctg6690;19731;1;19731;1;19731;;;ctg6690;1;19731;+;ctg6690;1;19731;+;;;;;
ctg6691;ctg6691;23965;1;23965;1;23965;;;ctg6691;1;23965;+;ctg6691;1;23965;+;;;;;
ctg6692;ctg6692;10635;1;10635;1;10635;;;ctg6692;1;10635;+;ctg6692;1;10635;+;;;;;
ctg6693;ctg6693;18014;1;18014;1;18014;;;ctg6693;1;18014;+;ctg6693;1;18014;+;;;;;
ctg6694;ctg6694;39413;1;39413;1;39413;;;ctg6694;1;39413;+;ctg6694;1;39413;+;;;;;
ctg6695;ctg6695;13460;1;13460;1;13460;;;ctg6695;1;13460;+;ctg6695;1;13460;+;;;;;
ctg6696;ctg6696;14911;1;14911;1;14911;;;ctg6696;1;14911;+;ctg6696;1;14911;+;;;;;
ctg6697;ctg6697;30399;1;30399;1;30399;;;ctg6697;1;30399;+;ctg6697;1;30399;+;;;;;
ctg6698;ctg6698;7097;1;7097;1;7097;;;ctg6698;1;7097;+;ctg6698;1;7097;+;;;;;
ctg6699;ctg6699;30043;1;30043;1;30043;;;ctg6699;1;30043;+;ctg6699;1;30043;+;;;;;
ctg67;ctg67;21804;1;21804;1;21804;;;ctg67;1;21804;+;ctg67;1;21804;+;;;;;
ctg670;ctg670;14254;1;14254;1;14254;;;ctg670;1;14254;+;ctg670;1;14254;+;;;;;
ctg6700;ctg6700;19191;1;19191;1;19191;;;ctg6700;1;19191;+;ctg6700;1;19191;+;;;;;
ctg6701;ctg6701;20894;1;20894;1;20894;;;ctg6701;1;20894;+;ctg6701;1;20894;+;;;;;
ctg6702;ctg6702;40030;1;40030;1;40030;;;ctg6702;1;40030;+;ctg6702;1;40030;+;;;;;
ctg6703;ctg6703;16476;1;16476;1;16476;;;ctg6703;1;16476;+;ctg6703;1;16476;+;;;;;
